game_card_id,base_id,swogi_card_id,name_en,name_zh,hp_cost,qi_cost,category,phase,level,text_zh,text_en
172,172,926011,Heavenly Maiden White Jade Ring,天女白玉轮,0,4,immortal_relics_fusion,6,1,"[蓄灵]6
自身下1次生命≤0时，复活并回复到64生命
（次数可叠加）","[Gather Qi] 6
For the next 1 time when your HP ≤ 0, you will be resurrected and restored to 64 HP
(The number of times can be stacked)"
173,173,936011,Kunlun Mirror,昆仑镜,0,5,immortal_relics_fusion,6,1,"[蓄灵]9
[激活]全部[五行]
复制后一格牌的效果
[再次行动]（不会被其他效果阻止）","[Gather Qi] 9
[Activate] all [Five Elements]
Duplicate the effect of the card in the next slot
[Chase] (Cannot be stoped by other effects)"
174,174,946011,Pangu Axe,盘古斧,0,0,immortal_relics_fusion,6,1,"30攻
令对方无法加生命，持续1回合
[击伤]：对方下次生命≤0时，对其造成20命元伤害","30 ATK
Your opponent cannot add HP for 1 turn
[Injured]: For the next time when your opponent's HP ≤ 0, deal 20 Destiny Damage to your opponent."
175,175,906011,Nüwa Stone,女娲石,0,7,immortal_relics_fusion,6,1,"[蓄灵]7
生命及上限+64
自身下1次回合开始时生命加倍
[消耗]","[Gather Qi] 7
HP and Max HP + 64
At the beginning of your next 1 turn, your HP will be doubled.
[Consumption]"
176,176,906021,Haotian Pagoda,昊天塔,0,5,immortal_relics_fusion,6,1,"[蓄灵]4
令对方当前[灵气]、生命、生命上限减半
施加4层[困缚]","[Gather Qi] 4
Reduce the opponent's current [Qi], HP, and Max HP by half
Apply 4 [Entangled]"
177,177,906031,Fuxi Guqin,伏羲琴,0,0,immortal_relics_fusion,6,1,"复制对方下1张牌的效果
令对方[跳过]下1张牌
[再次行动]","Copy the effect of your opponent's next card
[Skip] the opponent's next card
[Chase]"
178,178,906041,Kongtong Seal,崆峒印,0,0,immortal_relics_fusion,6,1,"生命上限永久+5
下2次使用可升级的牌时将其永久[升级]
[再次行动]
[消耗]","Max HP+5 in this game.
The next 2 times you play an upgradable card, upgrade it in this game.
[Chase]
[Consumption]"
179,179,906051,Donghuang Zhong,东皇钟,0,6,immortal_relics_fusion,6,1,"[蓄灵]6
从卡组第一格开始直至此牌，依次重复每一张已用过的牌的效果","[Gather Qi] 6
Starting from the first card in your deck up to this card, repeat the effect of each card that has already been played."
180,180,906061,Shennong Ding,神农鼎,0,0,immortal_relics_fusion,6,1,"[灵气]+4
生命及上限+16
只要此牌在卡组中，战斗结束后随机获得2张3级的灵植师或炼丹师炼化牌","[Qi]+4
HP and Max HP + 16
As long as this card is in your deck, at the end of battle you gain 2 Lv. 3 cards of Elixirist or Plant Master with [Absorb]."
181,181,906071,Spirit Fusion Pot,炼妖壶,0,1,immortal_relics_fusion,6,1,"[蓄灵]4
对方下4次使用牌时将牌[降级]，若不可降级则改为吸取其9生命及上限
[开局]：对方下2次使用牌受以上效果影响","[Gather Qi] 4
[Downgrade] opponent's next 4 cards on play. If a card cannot be downgraded, instead steal 9 HP and Max HP.
[Opening]: Apply above effect to opponent's next 2 cards"
183,183,914021,Contemplate Spirits Vitality Rhythm,凝意生机诀,0,0,immortal_relics_fusion,4,1,"[剑意]+3
生命上限+18
每有1点[剑意]加2生命","[Sword Intent]+3
Max Hp+18
Add 2 HP for each [Sword Intent]"
10183,183,914022,Contemplate Spirits Vitality Rhythm,凝意生机诀,0,0,immortal_relics_fusion,4,2,"[剑意]+4
生命上限+24
每有1点[剑意]加2生命","[Sword Intent]+4
Max Hp+24
Add 2 HP for each [Sword Intent]"
20183,183,914023,Contemplate Spirits Vitality Rhythm,凝意生机诀,0,0,immortal_relics_fusion,4,3,"[剑意]+5
生命上限+30
每有1点[剑意]加2生命","[Sword Intent]+5
Max Hp+30
Add 2 HP for each [Sword Intent]"
184,184,914031,Cloud Sword - Clarity,云剑•空明,0,0,immortal_relics_fusion,4,1,"4攻×2
[连云]：施加2层[虚弱]","4 ATK × 2
[Cloud Hit]: Apply 2 [Weakened]"
10184,184,914032,Cloud Sword - Clarity,云剑•空明,0,0,immortal_relics_fusion,4,2,"4攻×3
[连云]：施加2层[虚弱]","4 ATK × 3
[Cloud Hit]: Apply 2 [Weakened]"
20184,184,914033,Cloud Sword - Clarity,云剑•空明,0,0,immortal_relics_fusion,4,3,"4攻×4
[连云]：施加2层[虚弱]","4 ATK × 4
[Cloud Hit]: Apply 2 [Weakened]"
185,185,913021,Spiritstat Tune,御灵曲,0,0,immortal_relics_fusion,3,1,[持续]：每加1[灵气]时加3[防],"[Continuous]: Whenever you gain 1 [Qi], add 3 [DEF]"
10185,185,913022,Spiritstat Tune,御灵曲,0,0,immortal_relics_fusion,3,2,[持续]：每加1[灵气]时加4[防],"[Continuous]: Whenever you gain 1 [Qi], add 4 [DEF]"
20185,185,913023,Spiritstat Tune,御灵曲,0,0,immortal_relics_fusion,3,3,[持续]：每加1[灵气]时加5[防],"[Continuous]: Whenever you gain 1 [Qi], add 5 [DEF]"
186,186,915081,Unrestrained Sword  - Divine,狂剑•降神,0,0,immortal_relics_fusion,5,1,"[防]+4
生命+4
随机使用1张“狂剑”","[DEF]+4
HP+4
Trigger the effect of a random ""Unrestrained Sword"""
10186,186,915082,Unrestrained Sword  - Divine,狂剑•降神,0,0,immortal_relics_fusion,5,2,"[防]+6
生命+6
随机使用1张“狂剑”","[DEF]+6
HP+6
Trigger the effect of a random ""Unrestrained Sword"""
20186,186,915083,Unrestrained Sword  - Divine,狂剑•降神,0,0,immortal_relics_fusion,5,3,"[防]+8
生命+8
随机使用1张“狂剑”","[DEF]+8
HP+8
Trigger the effect of a random ""Unrestrained Sword"""
187,187,914041,Cloud Sword - Endless,云剑•周天,0,0,immortal_relics_fusion,4,1,[持续]：阵法师牌算作“云剑”，每次使用“云剑”后追加2攻,"[Continuous]: Formation Master Card can be considered as Cloud Sword,  all Cloud Sword will make an additional 2 ATK after being played"
10187,187,914042,Cloud Sword - Endless,云剑•周天,0,0,immortal_relics_fusion,4,2,[持续]：阵法师牌算作“云剑”，每次使用“云剑”后追加3攻,"[Continuous]: Formation Master Card can be considered as Cloud Sword,  all Cloud Sword will make an additional 3 ATK after being played"
20187,187,914043,Cloud Sword - Endless,云剑•周天,0,0,immortal_relics_fusion,4,3,[持续]：阵法师牌算作“云剑”，每次使用“云剑”后追加4攻,"[Continuous]: Formation Master Card can be considered as Cloud Sword,  all Cloud Sword will make an additional 4 ATK after being played"
188,188,914051,Sword Spirit Sunflower,剑灵葵,0,0,immortal_relics_fusion,4,1,"[灵气]+2
卡组每有1张“灵剑”再加1[灵气](最多3）","[Qi]+2
For each Spirit Sword in the deck, add 1 [Qi] (up to 3)"
10188,188,914052,Sword Spirit Sunflower,剑灵葵,0,0,immortal_relics_fusion,4,2,"[灵气]+4
卡组每有1张“灵剑”再加1[灵气](最多3）","[Qi]+4
For each Spirit Sword in the deck, add 1 [Qi] (up to 3)"
20188,188,914053,Sword Spirit Sunflower,剑灵葵,0,0,immortal_relics_fusion,4,3,"[灵气]+6
卡组每有1张“灵剑”再加1[灵气](最多3）","[Qi]+6
For each Spirit Sword in the deck, add 1 [Qi] (up to 3)"
189,189,915091,Heavenly Will - Earth Evil,天机•地煞,0,0,immortal_relics_fusion,5,1,"[灵气]+4
下1次攻击[碎防]且每[击伤]1点生命加1[防]","[Qi]+4
Next 1 attack [Smash Def] and will add 1 [DEF] for every [Injured] opponent's HP"
10189,189,915092,Heavenly Will - Earth Evil,天机•地煞,0,0,immortal_relics_fusion,5,2,"[灵气]+4
下2次攻击[碎防]且每[击伤]1点生命加1[防]","[Qi]+4
Next 2 attacks [Smash Def] and will add 1 [DEF] for every [Injured] opponent's HP"
20189,189,915093,Heavenly Will - Earth Evil,天机•地煞,0,0,immortal_relics_fusion,5,3,"[灵气]+4
下3次攻击[碎防]且每[击伤]1点生命加1[防]","[Qi]+4
Next 3 attacks [Smash Def] and will add 1 [DEF] for every [Injured] opponent's HP"
190,190,925061,Spiritual Hunter,灵雀在后,0,0,immortal_relics_fusion,5,1,"[灵气]+1
[持续]：含“后招”的牌的[灵气]消耗减2，且使用后追加1攻","[Qi]+1
[Continuous]: ""Post Action"" card's [Qi] cost decrease 2, and will make an additional 1 ATK after being played"
10190,190,925062,Spiritual Hunter,灵雀在后,0,0,immortal_relics_fusion,5,2,"[灵气]+1
[持续]：含“后招”的牌的[灵气]消耗减2，且使用后追加4攻","[Qi]+1
[Continuous]: ""Post Action"" card's [Qi] cost decrease 2, and will make an additional 4 ATK after being played"
20190,190,925063,Spiritual Hunter,灵雀在后,0,0,immortal_relics_fusion,5,3,"[灵气]+1
[持续]：含“后招”的牌的[灵气]消耗减2，且使用后追加7攻","[Qi]+1
[Continuous]: ""Post Action"" card's [Qi] cost decrease 2, and will make an additional 7 ATK after being played"
191,191,925071,Hexagrams Generating Evils,卦衍万邪,0,0,immortal_relics_fusion,5,1,"施加1层[内伤]
生命+2
耗尽[卦象]，每点再施加1层[内伤]和[虚弱]","Apply 1 [Internal Injury]
HP+2
Exhaust [Hexagram], then Apply 1 [Internal Injury] and [Weakened] for each [Hexagram] exhausted"
10191,191,925072,Hexagrams Generating Evils,卦衍万邪,0,0,immortal_relics_fusion,5,2,"施加2层[内伤]
生命+4
耗尽[卦象]，每点再施加1层[内伤]和[虚弱]","Apply 2 [Internal Injury]
HP+4
Exhaust [Hexagram], then Apply 1 [Internal Injury] and [Weakened] for each [Hexagram] exhausted"
20191,191,925073,Hexagrams Generating Evils,卦衍万邪,0,0,immortal_relics_fusion,5,3,"施加3层[内伤]
生命+6
耗尽[卦象]，每点再施加1层[内伤]和[虚弱]","Apply 3 [Internal Injury]
HP+6
Exhaust [Hexagram], then Apply 1 [Internal Injury] and [Weakened] for each [Hexagram] exhausted"
192,192,924031,Thunderbolt Tune,春雷霹雳曲,0,0,immortal_relics_fusion,4,1,"生命及上限+10
[持续]：双方在各自回合结束时有10%概率向对方造成10伤害","HP and Max HP+10
[Continuous]: Both players has 10% chance to deal 10 [DMG] to their opponent at the end of their turn"
10192,192,924032,Thunderbolt Tune,春雷霹雳曲,0,0,immortal_relics_fusion,4,2,"生命及上限+15
[持续]：双方在各自回合结束时有10%概率向对方造成12伤害","HP and Max HP+15
[Continuous]: Both players has 10% chance to deal 12 [DMG] to their opponent at the end of their turn"
20192,192,924033,Thunderbolt Tune,春雷霹雳曲,0,0,immortal_relics_fusion,4,3,"生命及上限+20
[持续]：双方在各自回合结束时有10%概率向对方造成14伤害","HP and Max HP+20
[Continuous]: Both players has 10% chance to deal 14 [DMG] to their opponent at the end of their turn"
193,193,924041,Fleeting Glimpse,浮光掠影,0,0,immortal_relics_fusion,4,1,"施加0~2层随机[负面状态]]
对方[负面状态]层数≥3则[再次行动]","Apply 0~2 random [Debuff]
[Chase] if the opponent's [Debuff] stack count ≥ 3"
10193,193,924042,Fleeting Glimpse,浮光掠影,0,0,immortal_relics_fusion,4,2,"施加1~3层随机[负面状态]]
对方[负面状态]层数≥3则[再次行动]","Apply 1~3 random [Debuff]
[Chase] if the opponent's [Debuff] stack count ≥ 3"
20193,193,924043,Fleeting Glimpse,浮光掠影,0,0,immortal_relics_fusion,4,3,"施加2~4层随机[负面状态]]
对方[负面状态]层数≥3则[再次行动]","Apply 2~4 random [Debuff]
[Chase] if the opponent's [Debuff] stack count ≥ 3"
194,194,924051,Yin Yang Tutelary Formation,两仪金刚阵,0,0,immortal_relics_fusion,4,1,[持续]2[次]：自身回合结束时，若有[灵气]或[卦象]，每点[灵气]/[卦象]加1/2生命和等量[防],"[Continuous] 2 [Times]: At the end of your turn, if you have [Qi] or [Hexagram], add 1/2 HP and [DEF] for each [Qi] / [Hexagram]"
10194,194,924052,Yin Yang Tutelary Formation,两仪金刚阵,0,0,immortal_relics_fusion,4,2,[持续]3[次]：自身回合结束时，若有[灵气]或[卦象]，每点[灵气]/[卦象]加1/2生命和等量[防],"[Continuous] 3 [Times]: At the end of your turn, if you have [Qi] or [Hexagram], add 1/2 HP and [DEF] for each [Qi] / [Hexagram]"
20194,194,924053,Yin Yang Tutelary Formation,两仪金刚阵,0,0,immortal_relics_fusion,4,3,[持续]4[次]：自身回合结束时，若有[灵气]或[卦象]，每点[灵气]/[卦象]加1/2生命和等量[防],"[Continuous] 4 [Times]: At the end of your turn, if you have [Qi] or [Hexagram], add 1/2 HP and [DEF] for each [Qi] / [Hexagram]"
195,195,925081,Entangling Thornbush,缚仙棘,0,0,immortal_relics_fusion,5,1,"施加1层[困缚]（仅首次使用生效）
施加1层[外伤]
[后招]：2攻×2","Apply 1 [Entangled] (only effective on first play)
Apply 1 [Wound]
[Post Action]: 2 ATK × 2"
10195,195,925082,Entangling Thornbush,缚仙棘,0,0,immortal_relics_fusion,5,2,"施加1层[困缚]（仅首次使用生效）
施加1层[外伤]
[后招]：5攻×2","Apply 1 [Entangled] (only effective on first play)
Apply 1 [Wound]
[Post Action]: 5 ATK × 2"
20195,195,925083,Entangling Thornbush,缚仙棘,0,0,immortal_relics_fusion,5,3,"施加1层[困缚]（仅首次使用生效）
施加1层[外伤]
[后招]：8攻×2","Apply 1 [Entangled] (only effective on first play)
Apply 1 [Wound]
[Post Action]: 8 ATK × 2"
196,196,925091,Astral Move - Jump,星弈•跳,0,0,immortal_relics_fusion,5,1,"2攻×2
[再次行动]
[星位]：[跳至]后2格中的首张“星弈”牌，并触发跳过的[开局]效果","2 ATK × 2
[Chase]
[Star Point]: [Skip to] the first ""Astral Move"" card in the next 2 slot, and trigger the skipped [Opening] effect"
10196,196,925092,Astral Move - Jump,星弈•跳,0,0,immortal_relics_fusion,5,2,"2攻×2
[再次行动]
[星位]：[跳至]后3格中的首张“星弈”牌，并触发跳过的[开局]效果","2 ATK × 2
[Chase]
[Star Point]: [Skip to] the first ""Astral Move"" card in the next 3 slot, and trigger the skipped [Opening] effect"
20196,196,925093,Astral Move - Jump,星弈•跳,0,0,immortal_relics_fusion,5,3,"2攻×2
[再次行动]
[星位]：[跳至]后4格中的首张“星弈”牌，并触发跳过的[开局]效果","2 ATK × 2
[Chase]
[Star Point]: [Skip to] the first ""Astral Move"" card in the next 4 slot, and trigger the skipped [Opening] effect"
197,197,935061,Five Elements Guard,五行护身,0,0,immortal_relics_fusion,5,1,"[防]+10
获得1层[护体]（首次使用时多加1层）
[激活]后一格牌的所属[五行]","[DEF]+10
Gain 1 [Guard Up](Gain 1 more on first play)
[Activate] the [Five Elements] in the next slot"
10197,197,935062,Five Elements Guard,五行护身,0,0,immortal_relics_fusion,5,2,"[防]+18
获得1层[护体]（首次使用时多加1层）
[激活]后一格牌的所属[五行]","[DEF]+18
Gain 1 [Guard Up](Gain 1 more on first play)
[Activate] the [Five Elements] in the next slot"
20197,197,935063,Five Elements Guard,五行护身,0,0,immortal_relics_fusion,5,3,"[防]+26
获得1层[护体]（首次使用时多加1层）
[激活]后一格牌的所属[五行]","[DEF]+26
Gain 1 [Guard Up](Gain 1 more on first play)
[Activate] the [Five Elements] in the next slot"
198,198,933021,Fire Spirit - Blazing Flame,火灵•耀炎,0,0,immortal_relics_fusion,3,1,"获得2层[加攻]
[火灵]：双方所有[负面状态]减2层","Gain 2 [Increase ATK]
[Fire Spirit]: All [Debuff] reduces 2 stacks for both players"
10198,198,933022,Fire Spirit - Blazing Flame,火灵•耀炎,0,0,immortal_relics_fusion,3,2,"获得3层[加攻]
[火灵]：双方所有[负面状态]减3层","Gain 3 [Increase ATK]
[Fire Spirit]: All [Debuff] reduces 3 stacks for both players"
20198,198,933023,Fire Spirit - Blazing Flame,火灵•耀炎,0,0,immortal_relics_fusion,3,3,"获得4层[加攻]
[火灵]：双方所有[负面状态]减4层","Gain 4 [Increase ATK]
[Fire Spirit]: All [Debuff] reduces 4 stacks for both players"
199,199,935071,Heavenly Marrow Dance Tune,天髓狂舞曲,0,1,immortal_relics_fusion,5,1,"双方获得2层[加攻]
[持续]：双方所有牌获得[再次行动]","Both players gain 2 [Increase ATK]
[Continuous]: All cards of both players gain [Chase]"
10199,199,935072,Heavenly Marrow Dance Tune,天髓狂舞曲,0,0,immortal_relics_fusion,5,2,"双方获得3层[加攻]
[持续]：双方所有牌获得[再次行动]","Both players gain 3 [Increase ATK]
[Continuous]: All cards of both players gain [Chase]"
20199,199,935073,Heavenly Marrow Dance Tune,天髓狂舞曲,0,0,immortal_relics_fusion,5,3,"双方获得4层[加攻]
[持续]：双方所有牌获得[再次行动]","Both players gain 4 [Increase ATK]
[Continuous]: All cards of both players gain [Chase]"
200,200,935081,Cosmos Brush,浑天运笔,0,0,immortal_relics_fusion,5,1,"[灵气]+2
[防]+2
若后一格是[五行]牌，[激活]其[五行]并[再次行动]","[Qi]+2
[DEF]+2
If the next slot is a [Five Elements] card, [Activate] the [Five Elements] and [Chase]"
10200,200,935082,Cosmos Brush,浑天运笔,0,0,immortal_relics_fusion,5,2,"[灵气]+3
[防]+4
若后一格是[五行]牌，[激活]其[五行]并[再次行动]","[Qi]+3
[DEF]+4
If the next slot is a [Five Elements] card, [Activate] the [Five Elements] and [Chase]"
20200,200,935083,Cosmos Brush,浑天运笔,0,0,immortal_relics_fusion,5,3,"[灵气]+4
[防]+6
若后一格是[五行]牌，[激活]其[五行]并[再次行动]","[Qi]+4
[DEF]+6
If the next slot is a [Five Elements] card, [Activate] the [Five Elements] and [Chase]"
201,201,934031,Wood Spirit Forceage Formation,木灵天罡阵,0,0,immortal_relics_fusion,4,1,"获得1层[加攻]
[持续]：每次使用“木灵”牌时，每有1层[加攻]加1生命","Gain 1 [Increase ATK]
[Continuous]: Whenever you play a ""Wood Spirit"" card, add 1 HP for every stack of [Increase ATK]"
10201,201,934032,Wood Spirit Forceage Formation,木灵天罡阵,0,0,immortal_relics_fusion,4,2,"获得2层[加攻]
[持续]：每次使用“木灵”牌时，每有1层[加攻]加1生命","Gain 2 [Increase ATK]
[Continuous]: Whenever you play a ""Wood Spirit"" card, add 1 HP for every stack of [Increase ATK]"
20201,201,934033,Wood Spirit Forceage Formation,木灵天罡阵,0,0,immortal_relics_fusion,4,3,"获得3层[加攻]
[持续]：每次使用“木灵”牌时，每有1层[加攻]加1生命","Gain 3 [Increase ATK]
[Continuous]: Whenever you play a ""Wood Spirit"" card, add 1 HP for every stack of [Increase ATK]"
202,202,935091,Five Elements Spiritual Field,五行灵田,0,0,immortal_relics_fusion,5,1,"若在卡组最后一格，使用改为[跳过]此牌
只要在卡组中，战斗结束时减1修为，获得1张1级[五行]牌（优先取卡组首种[五行]）","[Skip] this card if in the last slot.
If this card is in deck, at the end of battle you lose 1 Cul. and gain 1 [Five Elements] card (First card's [Five Elements] priority)."
10202,202,935092,Five Elements Spiritual Field,五行灵田,0,0,immortal_relics_fusion,5,2,"若在卡组最后一格，使用改为[跳过]此牌
只要在卡组中，战斗结束时减2修为，获得2张1级[五行]牌（优先取卡组首种[五行]）","[Skip] this card if in the last slot.
If this card is in deck, at the end of battle you lose 2 Cul. and gain 2 [Five Elements] cards (First card's [Five Elements] priority)."
20202,202,935093,Five Elements Spiritual Field,五行灵田,0,0,immortal_relics_fusion,5,3,"若在卡组最后一格，使用改为[跳过]此牌
只要在卡组中，战斗结束时减3修为，获得3张1级[五行]牌（优先取卡组首种[五行]）","[Skip] this card if in the last slot.
If this card is in deck, at the end of battle you lose 3 Cul. and gain 3 [Five Elements] cards (First card's [Five Elements] priority)."
203,203,934041,Water Spirit - Continuous Flow,水灵•川流,0,0,immortal_relics_fusion,4,1,"获得2层[水势]
[开局]：获得1点[灵气]和1层[水势]","Gain 2 [Force of Water]
[Opening]: Gain 1 [Qi] and 1 [Force of Water]"
10203,203,934042,Water Spirit - Continuous Flow,水灵•川流,0,0,immortal_relics_fusion,4,2,"获得3层[水势]
[开局]：获得1点[灵气]和1层[水势]","Gain 3 [Force of Water]
[Opening]: Gain 1 [Qi] and 1 [Force of Water]"
20203,203,934043,Water Spirit - Continuous Flow,水灵•川流,0,0,immortal_relics_fusion,4,3,"获得4层[水势]
[开局]：获得1点[灵气]和1层[水势]","Gain 4 [Force of Water]
[Opening]: Gain 1 [Qi] and 1 [Force of Water]"
204,204,944041,Cloud Footwork,踏鹤飞云,0,0,immortal_relics_fusion,4,1,"[灵气]+1
[身法]+10
下2次攻击[无视防御]","[Qi]+1
[Agility]+10
Next 2 attacks [Ignore DEF]"
10204,204,944042,Cloud Footwork,踏鹤飞云,0,0,immortal_relics_fusion,4,2,"[灵气]+2
[身法]+10
下3次攻击[无视防御]","[Qi]+2
[Agility]+10
Next 3 attacks [Ignore DEF]"
20204,204,944043,Cloud Footwork,踏鹤飞云,0,0,immortal_relics_fusion,4,3,"[灵气]+3
[身法]+10
下4次攻击[无视防御]","[Qi]+3
[Agility]+10
Next 4 attacks [Ignore DEF]"
205,205,944051,Spiritage And Exercise,灵气锻身,0,0,immortal_relics_fusion,4,1,"[灵气]+3
[体魄]+3
每有1[灵气]加1[体魄]（上限10）","[Qi]+3
[Physique]+3
Add 1 [Physique] for each [Qi] (up to 10）"
10205,205,944052,Spiritage And Exercise,灵气锻身,0,0,immortal_relics_fusion,4,2,"[灵气]+4
[体魄]+4
每有1[灵气]加1[体魄]（上限15）","[Qi]+4
[Physique]+4
Add 1 [Physique] for each [Qi] (up to 15）"
20205,205,944053,Spiritage And Exercise,灵气锻身,0,0,immortal_relics_fusion,4,3,"[灵气]+5
[体魄]+5
每有1[灵气]加1[体魄]（上限20）","[Qi]+5
[Physique]+5
Add 1 [Physique] for each [Qi] (up to 20）"
206,206,944061,Continuous Tune,逍遥连音曲,0,0,immortal_relics_fusion,4,1,"[身法]+4
[持续]：双方的下一张[普通攻击]变为其上一格的牌的升级（战斗结束还原）","[Agility]+4
[Continuous]: The next [Normal Attack] of both players will be changed to the upgraded card in their previous slot (Restored at end of battle)"
10206,206,944062,Continuous Tune,逍遥连音曲,0,0,immortal_relics_fusion,4,2,"[身法]+7
[持续]：双方的下一张[普通攻击]变为其上一格的牌的升级（战斗结束还原）","[Agility]+7
[Continuous]: The next [Normal Attack] of both players will be changed to the upgraded card in their previous slot (Restored at end of battle)"
20206,206,944063,Continuous Tune,逍遥连音曲,0,0,immortal_relics_fusion,4,3,"[身法]+10
[持续]：双方的下一张[普通攻击]变为其上一格的牌的升级（战斗结束还原）","[Agility]+10
[Continuous]: The next [Normal Attack] of both players will be changed to the upgraded card in their previous slot (Restored at end of battle)"
207,207,945051,Exercise To The Utmost,锻龙诀,0,0,immortal_relics_fusion,5,1,"[体魄]+4
[体魄上限]永久+3
获得2层[加攻]
[消耗]","[Physique]+4
Physique Cap+3 permanently.
Gain 2 [Increase ATK]
[Consumption]"
10207,207,945052,Exercise To The Utmost,锻龙诀,0,0,immortal_relics_fusion,5,2,"[体魄]+6
[体魄上限]永久+3
获得3层[加攻]
[消耗]","[Physique]+6
Physique Cap+3 permanently.
Gain 3 [Increase ATK]
[Consumption]"
20207,207,945053,Exercise To The Utmost,锻龙诀,0,0,immortal_relics_fusion,5,3,"[体魄]+8
[体魄上限]永久+3
获得4层[加攻]
[消耗]","[Physique]+8
Physique Cap+3 permanently.
Gain 4 [Increase ATK]
[Consumption]"
208,208,945061,Force Spiritage Formation,势灵阵,0,0,immortal_relics_fusion,5,1,"[气势]上限+4
[持续]2次：回合开始时加2[灵气]与[气势]","[Force] Cap+4
[Continuous] 2 [Times]: At the beginning of your turn, add 2 [Qi] and [Force]"
10208,208,945062,Force Spiritage Formation,势灵阵,0,0,immortal_relics_fusion,5,2,"[气势]上限+4
[持续]3次：回合开始时加2[灵气]与[气势]","[Force] Cap+4
[Continuous] 3 [Times]: At the beginning of your turn, add 2 [Qi] and [Force]"
20208,208,945063,Force Spiritage Formation,势灵阵,0,0,immortal_relics_fusion,5,3,"[气势]上限+4
[持续]4次：回合开始时加2[灵气]与[气势]","[Force] Cap+4
[Continuous] 4 [Times]: At the beginning of your turn, add 2 [Qi] and [Force]"
209,209,944071,Mystic Snowdrop,玄域雪莲,0,0,immortal_relics_fusion,4,1,"生命+5
自身下2次获得[负面状态]时，令对方也获得同样的[负面状态]","HP+5
The next 2 times you gain [Debuff], apply the same [Debuff] to your opponent"
10209,209,944072,Mystic Snowdrop,玄域雪莲,0,0,immortal_relics_fusion,4,2,"生命+10
自身下2次获得[负面状态]时，令对方也获得同样的[负面状态]","HP+10
The next 2 times you gain [Debuff], apply the same [Debuff] to your opponent"
20209,209,944073,Mystic Snowdrop,玄域雪莲,0,0,immortal_relics_fusion,4,3,"生命+15
自身下2次获得[负面状态]时，令对方也获得同样的[负面状态]","HP+15
The next 2 times you gain [Debuff], apply the same [Debuff] to your opponent"
210,210,945071,Heavenly Will - Seizing,天机•返蛊,0,0,immortal_relics_fusion,5,1,"10攻
下1次攻击时先转移对手所有[负面状态]到自身，每转移1层多1攻","10 ATK
Next 1 attack will transfer all [Debuff] from the opponent to yourself (gain 1 additional ATK for every [Debuff] transferred)"
10210,210,945072,Heavenly Will - Seizing,天机•返蛊,0,0,immortal_relics_fusion,5,2,"16攻
下1次攻击时先转移对手所有[负面状态]到自身，每转移1层多1攻","16 ATK
Next 1 attack will transfer all [Debuff] from the opponent to yourself (gain 1 additional ATK for every [Debuff] transferred)"
20210,210,945073,Heavenly Will - Seizing,天机•返蛊,0,0,immortal_relics_fusion,5,3,"22攻
下1次攻击时先转移对手所有[负面状态]到自身，每转移1层多1攻","22 ATK
Next 1 attack will transfer all [Debuff] from the opponent to yourself (gain 1 additional ATK for every [Debuff] transferred)"
79,79,606031,Loong,龙,0,0,loong,6,1,"获得2层[加攻]
获得2层[护体]
[持续]：[再次行动]不会被其他效果阻止，且每回合触发次数上限+1","Gain 2 [Increase ATK]
Gain 2 [Guard Up]
[Continuous]: [Chase] won't be prevented by other effect. [Chase] can be triggered 1 more time in each turn."
10079,79,606032,Loong,龙,0,0,loong,6,2,"获得3层[加攻]
获得3层[护体]
[持续]：[再次行动]不会被其他效果阻止，且每回合触发次数上限+2","Gain 3 [Increase ATK]
Gain 3 [Guard Up]
[Continuous]: [Chase] won't be prevented by other effect. [Chase] can be triggered 2 more times in each turn."
20079,79,606033,Loong,龙,0,0,loong,6,3,"获得4层[加攻]
获得4层[护体]
[持续]：[再次行动]不会被其他效果阻止，且每回合触发次数上限+3","Gain 4 [Increase ATK]
Gain 4 [Guard Up]
[Continuous]: [Chase] won't be prevented by other effect. [Chase] can be triggered 3 more times in each turn."
47,47,714021,Cloud Sword - Sunset Glow,云剑·晚霞,0,0,luck_season_legendary,4,1,"[剑意]+2
[连云]：每连续用过1张“云剑”多加2[剑意]","[Sword Intent]+2
[Cloud Hit]: For each successive ""Cloud Sword"" played before this card, gain 2 [Sword Intent]"
10047,47,714022,Cloud Sword - Sunset Glow,云剑·晚霞,0,0,luck_season_legendary,4,2,"[剑意]+4
[连云]：每连续用过1张“云剑”多加2[剑意]","[Sword Intent]+4
[Cloud Hit]: For each successive ""Cloud Sword"" played before this card, gain 2 [Sword Intent]"
20047,47,714023,Cloud Sword - Sunset Glow,云剑·晚霞,0,0,luck_season_legendary,4,3,"[剑意]+6
[连云]：每连续用过1张“云剑”多加2[剑意]","[Sword Intent]+6
[Cloud Hit]: For each successive ""Cloud Sword"" played before this card, gain 2 [Sword Intent]"
48,48,714011,Azure Dragon Sword Formation,青龙剑阵,0,0,luck_season_legendary,4,1,"[防]+8
每有3[防]就加1[剑意]","[DEF]+8
Add 1 [Sword Intent] for every 3 [DEF] you have"
10048,48,714012,Azure Dragon Sword Formation,青龙剑阵,0,0,luck_season_legendary,4,2,"[防]+12
每有3[防]就加1[剑意]","[DEF]+12
Add 1 [Sword Intent] for every 3 [DEF] you have"
